player_name,gp,g,a,pim,plus_minus
Shawn Element (C), 55 , 8 , 5 , 45 , -2 
Olivier Bourret (LW), 48 , 7 , 6 , 17 , -18 
Kevin Lamontagne (F), 31 , 5 , 8 , 6 , 6 
Félix Bibeau (C), 55 , 5 , 8 , 46 , -3 
Andrew Coxhead (C), 56 , 5 , 8 , 14 , -21 
Gabriel Sylvestre (D), 57 , 1 , 12 , 92 , 15 
Vincent Lavoie (LW), 32 , 9 , 3 , 19 , 7 
Charles Taillon (LW), 53 , 8 , 4 , 58 , -23 
 Shawinigan Cataractes , 23 , 2 , 3 , 25 , 0 
 Moncton Wildcats , 30 , 6 , 1 , 33 , -23 
Derek Dicaire (F), 59 , 7 , 5 , 8 , -28 
Tommy Lemay (C/W), 47 , 6 , 6 , 31 , -2 
 Shawinigan Cataractes , 23 , 5 , 5 , 15 , 9 
 Val-d'Or Foreurs , 24 , 1 , 1 , 16 , -11 
Mathias Laferrière (RW), 33 , 5 , 7 , 8 , 11 
 Blainville-Boisbriand Armada , 7 , 0 , 1 , 2 , -1 
 Cape Breton Screaming Eagles , 26 , 5 , 6 , 6 , 12 
Anthony Sorrentino (LW), 35 , 5 , 7 , 24 , 0 
Charles-Olivier Ouimet (C), 52 , 5 , 7 , 14 , -14 
 Gatineau Olympiques , 27 , 0 , 4 , 6 , -3 
 Drummondville Voltigeurs , 25 , 5 , 3 , 8 , -11 
Kynan Berger (C), 55 , 5 , 7 , 10 , 1 
Morgan Adams-Moisan (RW), 62 , 5 , 7 , 69 , 5 
Dillon Boucher (LW), 56 , 4 , 8 , 67 , -10 
 Cape Breton Screaming Eagles , 31 , 3 , 5 , 46 , -7 
 Charlottetown Islanders , 25 , 1 , 3 , 21 , -3 
Nicolas Latulippe (D), 48 , 3 , 9 , 25 , -9 
Kody Gagnon (D), 51 , 3 , 9 , 33 , -11 
 Moncton Wildcats , 28 , 2 , 8 , 15 , -7 
 Chicoutimi Saguenéens , 23 , 1 , 1 , 18 , -4 
Jérémy Groleau (D), 59 , 3 , 9 , 19 , -1 
Jonathan Aspirot (D/LW), 64 , 3 , 9 , 37 , -46 
Keenan MacIsaac (D), 51 , 2 , 10 , 18 , 1 
Marcus Tesink (D), 54 , 2 , 10 , 41 , 13 
Tyler Higgins (D), 59 , 2 , 10 , 74 , -5 
Simon Benoît (D), 64 , 2 , 10 , 47 , 4 
Maxime Baillargeon (D), 65 , 1 , 11 , 70 , -21 
 Cape Breton Screaming Eagles , 36 , 1 , 5 , 39 , 0 
 Moncton Wildcats , 29 , 0 , 6 , 31 , -21 
Shaun Bily (C), 26 , 4 , 7 , 6 , 1 
Maxim Trépanier (LW), 29 , 4 , 7 , 6 , -10 
Jack Kilgour (LW), 29 , 4 , 7 , 31 , -9 
Artyom Maltsev (D), 33 , 3 , 8 , 36 , -9 
Chase Stewart (D), 48 , 3 , 8 , 71 , 8 
Brett Crossley (C), 49 , 3 , 8 , 18 , -2 
Nicolas Dumulong (D), 50 , 2 , 9 , 95 , -22 
 Acadie-Bathurst Titan , 21 , 2 , 3 , 48 , 2 
 Rimouski Océanic , 29 , 0 , 6 , 47 , -24 
Wilson Forest (D), 53 , 2 , 9 , 8 , 2 
Sean O'Brien (RW), 55 , 2 , 9 , 19 , -6 
 Québec Remparts , 28 , 1 , 4 , 10 , 1 
 Val-d'Or Foreurs , 27 , 1 , 5 , 9 , -7 
Bailey Webster (D), 57 , 2 , 9 , 47 , 30 
Michael Kemp (D), 41 , 0 , 11 , 46 , 2 
Mikael Sabourin (D), 60 , 0 , 11 , 101 , 3 
William Cyr (D), 38 , 7 , 3 , 14 , 8 
Jason Imbeault (RW), 66 , 7 , 3 , 6 , -19 
Nicolas Poulin (LW), 20 , 4 , 6 , 27 , -10 
Emanuel Aucoin (C), 28 , 4 , 6 , 8 , -23 
Darien Kielb (D), 53 , 4 , 6 , 14 , -13 
Louis-Philippe Denis (LW), 58 , 4 , 6 , 42 , -15 
William Gignac (RW), 15 , 3 , 7 , 6 , 5 
 Blainville-Boisbriand Armada , 4 , 1 , 1 , 2 , -1 
 Shawinigan Cataractes , 11 , 2 , 6 , 4 , 6 
Charlie Roy (D), 64 , 3 , 7 , 52 , 8 
Louis-Philip Fortin (D), 41 , 2 , 8 , 26 , -15 
 Shawinigan Cataractes , 27 , 1 , 4 , 16 , 8 
 Moncton Wildcats , 14 , 1 , 4 , 10 , -23 
Walter Flower (D), 47 , 2 , 8 , 40 , -6 
Rémy Anglehart (C), 25 , 6 , 3 , 6 , 4 
Raphaël Lavoie (C/RW), 32 , 6 , 3 , 26 , 0 
Antoine Lessard (F), 63 , 6 , 3 , 44 , -15 
Andrew Shewfelt (LW/RW), 29 , 5 , 4 , 6 , -17 
Justin Paré (C), 35 , 4 , 5 , 12 , -6 
Cole Rafuse (LW), 62 , 4 , 5 , 30 , 8 
Mark Bzowey (C), 67 , 4 , 5 , 76 , -16 
Barrett Dachyshyn (C), 35 , 3 , 6 , 39 , -3 
Sacha Roy (D), 45 , 3 , 6 , 69 , 1 
Chris McQuaid (D), 55 , 3 , 6 , 44 , -1 
Samuel Hould (D), 23 , 2 , 7 , 21 , 0 
Bobby Lynch (RW), 37 , 2 , 7 , 2 , -4 
Samuel Houde (C), 41 , 2 , 7 , 14 , -4 
Alexander Krief (D), 44 , 2 , 7 , 22 , -19 
Jean-Sébastien Taillefer (D), 53 , 2 , 7 , 60 , 5 
 Gatineau Olympiques , 31 , 0 , 6 , 42 , -1 
 Charlottetown Islanders , 22 , 2 , 1 , 18 , 6 
Morgan Nauss (D), 55 , 2 , 7 , 35 , -9 
Oliver Felixson (D), 55 , 2 , 7 , 37 , 20 
Benjamin Tardif (LW), 63 , 2 , 7 , 15 , -18 
William Lemay-Champagne (F), 52 , 1 , 8 , 2 , -5 
Jérôme Gravel (D), 59 , 1 , 8 , 33 , -19 
 Acadie-Bathurst Titan , 24 , 0 , 1 , 7 , -4 
 Drummondville Voltigeurs , 35 , 1 , 7 , 26 , -15 
Igor Larionov (F), 25 , 5 , 3 , 0 , -12 
Evan MacKinnon (C/LW), 54 , 5 , 3 , 4 , -11 
 Rouyn-Noranda Huskies , 26 , 4 , 2 , 2 , 0 
 Sherbrooke Phoenix , 28 , 1 , 1 , 2 , -11 
Matthew Newbury (F), 28 , 4 , 4 , 4 , -6 
Sam King (RW/LW), 44 , 4 , 4 , 20 , 0 
Sam Meisenheimer (RW), 48 , 4 , 4 , 22 , -22 
Mikael Robidoux (RW), 57 , 4 , 4 , 71 , -15 
Daven Castonguay (D), 53 , 3 , 5 , 73 , -22 
 Blainville-Boisbriand Armada , 26 , 0 , 1 , 40 , -5 
 Drummondville Voltigeurs , 27 , 3 , 4 , 33 , -17 
Elijah Francis (D), 17 , 2 , 6 , 16 , -1 
Andrew Smith (D), 68 , 2 , 6 , 66 , -8 
Landon Quinney (C), 35 , 1 , 7 , 20 , -6 
Étienne Verrette (D), 50 , 1 , 7 , 4 , -10 
Médérik Racicot (D), 62 , 1 , 7 , 56 , -7 
Alexis Sansfaçon (D), 48 , 0 , 8 , 33 , 9 
Vincent Lampron (D), 61 , 0 , 8 , 43 , -8 
Brock Perry (RW), 29 , 4 , 3 , 27 , 4 
Olivier Mathieu (LW), 34 , 4 , 3 , 16 , -4 
 Saint John Sea Dogs , 7 , 0 , 1 , 4 , -1 
 Québec Remparts , 27 , 4 , 2 , 12 , -3 
Yohan Plamondon (LW), 36 , 4 , 3 , 9 , -5 
Anthony Gagnon (RW), 50 , 4 , 3 , 17 , -8 
Yan Dion (RW), 58 , 3 , 4 , 22 , -11 
William Basque (C), 60 , 3 , 4 , 6 , -11 
Jarrett Baker (D), 64 , 3 , 4 , 27 , -9 
Jean-Simon Bélanger (RW), 24 , 2 , 5 , 0 , -1 
Antoine Crête-Belzile (D), 39 , 2 , 5 , 12 , 8 
Jacob Lapierre (LW), 67 , 2 , 5 , 71 , -12 
 Victoriaville Tigres , 38 , 1 , 3 , 50 , -8 
 Gatineau Olympiques , 29 , 1 , 2 , 21 , -4 
Aaron Dutra (D), 20 , 1 , 6 , 20 , -7 
Andrew Picco (D), 36 , 0 , 7 , 23 , -10 
 Rimouski Océanic , 6 , 0 , 1 , 8 , -2 
 Québec Remparts , 30 , 0 , 6 , 15 , -8 
Pierre-Olivier Demers (D), 52 , 0 , 7 , 44 , -16 
Lucas Thierus (RW), 26 , 5 , 1 , 17 , -4 
Éric Léger (LW), 26 , 4 , 2 , 10 , -6 
Jérémy Manseau (C), 34 , 3 , 3 , 25 , -13 
Nicholas Blachman (RW), 38 , 3 , 3 , 80 , -11 
Tommy Cardinal (RW), 48 , 3 , 3 , 59 , 3 
Logan O'Neil (F), 17 , 2 , 4 , 2 , 3 
Samuel Hunter (D), 41 , 2 , 4 , 27 , -5 
 Sherbrooke Phoenix , 2 , 0 , 0 , 2 , -1 
 Rimouski Océanic , 39 , 2 , 4 , 25 , -4 
Anthony Beauchamp (RW), 17 , 1 , 5 , 11 , -6 
Ryan O'Bonsawin (LW/D), 35 , 1 , 5 , 21 , 0 
Xavier Bernard (D), 55 , 1 , 5 , 20 , -16 
Matthew Ferrari (D), 31 , 0 , 6 , 10 , 4 
Francis Thibeault (D), 35 , 0 , 6 , 16 , -40 
 Acadie-Bathurst Titan , 5 , 0 , 1 , 4 , -3 
 Moncton Wildcats , 30 , 0 , 5 , 12 , -37 
Jack Van Boekel (D), 36 , 0 , 6 , 84 , 1 
Kristian Afanasyev (C/RW), 11 , 4 , 1 , 2 , -1 
Jérémy Diotte (D), 14 , 3 , 2 , 8 , 9 
Patrice Demuy (C), 34 , 3 , 2 , 11 , -7 
Matthew Thorpe (D), 39 , 3 , 2 , 6 , -3 
Dany Coulombe (F), 12 , 2 , 3 , 2 , -5 
Tyler MacArthur (D), 31 , 2 , 3 , 37 , 17 
Alexandre Couture (LW), 39 , 2 , 3 , 10 , -14 
Aaron Brisebois (LW), 42 , 2 , 3 , 4 , -8 
Gerald Blackmore (F), 8 , 1 , 4 , 0 , 0 
Justin Doucet (LW), 54 , 1 , 4 , 84 , -10 
 Baie-Comeau Drakkar , 23 , 1 , 1 , 49 , 0 
 Victoriaville Tigres , 31 , 0 , 3 , 35 , -10 
Chiwetin Blacksmith (LW), 22 , 0 , 5 , 2 , -3 
Renat Dadadzhanov (D), 27 , 0 , 5 , 4 , 6 
Yann-Félix Lapointe (D), 33 , 0 , 5 , 12 , -3 
Skylar Strumas (D), 49 , 0 , 5 , 41 , -13 
 Sherbrooke Phoenix , 20 , 0 , 2 , 19 , -13 
 Val-d'Or Foreurs , 29 , 0 , 3 , 22 , 0 
Eric Eschweiler (RW), 58 , 3 , 1 , 19 , -8 
Dakota Miskolczi (LW), 11 , 2 , 2 , 12 , -1 
 Shawinigan Cataractes , 6 , 2 , 1 , 8 , 2 
 Moncton Wildcats , 5 , 0 , 1 , 4 , -3 
Brock McLeod (F), 24 , 2 , 2 , 4 , -5 
David Comeau (D), 26 , 2 , 2 , 9 , -5 
 Victoriaville Tigres , 5 , 0 , 0 , 0 , -1 
 Saint John Sea Dogs , 21 , 2 , 2 , 9 , -4 
Jonathan Legault (D), 47 , 2 , 2 , 61 , -7 
 Rouyn-Noranda Huskies , 16 , 2 , 0 , 17 , 3 
 Sherbrooke Phoenix , 31 , 0 , 2 , 44 , -10 
Alexandre Drapeau (D), 49 , 2 , 2 , 67 , 2 
Connor Senken (D), 53 , 2 , 2 , 28 , -41 
Luke Henman (C), 6 , 1 , 3 , 0 , 3 
Édouard Michaud (C), 13 , 1 , 3 , 0 , -1 
Alex Lavoie (D), 19 , 1 , 3 , 14 , -7 
 Moncton Wildcats , 18 , 1 , 2 , 14 , -8 
 Shawinigan Cataractes , 1 , 0 , 1 , 0 , 1 
Simon Lefebvre (RW), 48 , 1 , 3 , 29 , -19 
 Victoriaville Tigres , 19 , 0 , 1 , 12 , -7 
 Sherbrooke Phoenix , 29 , 1 , 2 , 17 , -12 
Karl Boudrias (D), 39 , 0 , 4 , 13 , -7 
Jérémy Roy (D), 10 , 2 , 1 , 9 , 6 
Christian Wejse (C/LW), 23 , 2 , 1 , 11 , -1 
Logan Johnston (F), 31 , 2 , 1 , 16 , -32 
Cédric Chouinard (D), 6 , 1 , 2 , 0 , -4 
Cédric Desruisseaux (C/LW), 10 , 1 , 2 , 2 , -3 
Alex Lafreniere (F), 13 , 1 , 2 , 6 , 0 
Daniil Sokolka (LW), 18 , 1 , 2 , 2 , 2 
 Acadie-Bathurst Titan , 2 , 0 , 0 , 0 , 1 
 Chicoutimi Saguenéens , 15 , 1 , 2 , 2 , 1 
 Baie-Comeau Drakkar , 1 , 0 , 0 , 0 , 0 
Carl Gervais (LW), 27 , 1 , 2 , 18 , -12 
 Charlottetown Islanders , 25 , 1 , 2 , 18 , -12 
 Gatineau Olympiques , 2 , 0 , 0 , 0 , 0 
Nick Gosse (RW), 42 , 1 , 2 , 10 , -17 
Ilya Putintsev (RW), 8 , 0 , 3 , 4 , -4 
Alex Barré-Boulet (C), 65 , 53 , 63 , 67 , 28 
Vitali Abramov (RW/LW), 56 , 45 , 59 , 67 , 52 
 Gatineau Olympiques , 16 , 12 , 14 , 21 , 5 
 Victoriaville Tigres , 40 , 33 , 45 , 46 , 47 
Alexandre Alain (C/RW), 65 , 44 , 43 , 52 , 26 
Kevin Klima (LW/C), 68 , 39 , 47 , 54 , 11 
Maxime Comtois (LW), 54 , 44 , 41 , 79 , 43 
Otto Somppi (C), 59 , 28 , 55 , 28 , 39 
Filip Zadina (LW/RW), 57 , 44 , 38 , 36 , 23 
Ivan Kosorenkov (RW), 63 , 36 , 46 , 46 , 33 
Alexis Lafrenière (LW), 60 , 42 , 38 , 54 , 35 
Joseph Veleno (C), 64 , 22 , 57 , 48 , 4 
 Saint John Sea Dogs , 31 , 6 , 25 , 26 , -10 
 Drummondville Voltigeurs , 33 , 16 , 32 , 22 , 14 
Jordan Martel (RW), 66 , 39 , 38 , 47 , 3 
Jeremy McKenna (RW), 68 , 36 , 41 , 43 , -3 
Drake Batherson (C/RW), 51 , 29 , 48 , 65 , 12 
 Cape Breton Screaming Eagles , 24 , 17 , 22 , 39 , -8 
 Blainville-Boisbriand Armada , 27 , 12 , 26 , 26 , 20 
Antoine Morand (C), 66 , 26 , 50 , 57 , 16 
Raphael Harvey-Pinard (LW), 67 , 26 , 50 , 38 , 34 
Maxime Fortier (RW), 61 , 32 , 43 , 48 , 23 
Peter Abbandonato (C), 68 , 27 , 48 , 21 , 18 
James Phelan (C), 64 , 33 , 41 , 82 , -11 
 Victoriaville Tigres , 37 , 15 , 24 , 40 , -4 
 Moncton Wildcats , 27 , 18 , 17 , 42 , -7 
Mathieu Nadeau (RW), 59 , 25 , 49 , 32 , 8 
 Val-d'Or Foreurs , 27 , 10 , 21 , 14 , -9 
 Rimouski Océanic , 32 , 15 , 28 , 18 , 17 
Olivier Galipeau (D), 67 , 25 , 49 , 70 , 39 
 Chicoutimi Saguenéens , 37 , 15 , 25 , 40 , 18 
 Acadie-Bathurst Titan , 30 , 10 , 24 , 30 , 21 
Samuel Dove-McFalls (C), 64 , 22 , 51 , 62 , 37 
Mitchell Balmas (LW), 68 , 42 , 30 , 32 , 21 
 Gatineau Olympiques , 35 , 24 , 13 , 20 , 13 
 Acadie-Bathurst Titan , 33 , 18 , 17 , 12 , 8 
Matthew Boucher (LW), 66 , 31 , 38 , 87 , -3 
Noah Dobson (D), 67 , 17 , 52 , 52 , 33 
Thomas Grégoire (D), 67 , 12 , 57 , 39 , 3 
Nicolas Beaudin (D), 68 , 12 , 57 , 47 , 27 
D'Artagnan Joly (RW), 55 , 23 , 45 , 45 , 1 
Bobby Lynch (RW), 67 , 28 , 39 , 26 , 18 
Phélix Martineau (C), 68 , 34 , 32 , 74 , -1 
Nick Welsh (D), 68 , 12 , 54 , 71 , -10 
Nicolas Poulin (LW), 64 , 35 , 30 , 95 , 5 
Joël Teasdale (LW), 65 , 32 , 33 , 14 , 18 
Mathieu Boucher (LW), 66 , 33 , 30 , 43 , 6 
Raphaël Lavoie (C/RW), 68 , 30 , 33 , 43 , 10 
Jeffrey Truchon-Viel (LW), 58 , 39 , 23 , 127 , 29 
Félix Bibeau (C), 61 , 22 , 40 , 73 , 24 
Morgan Adams-Moisan (RW), 68 , 32 , 29 , 67 , 21 
Jakob Pelletier (LW), 60 , 23 , 38 , 20 , 5 
Derek Gentile (RW), 67 , 23 , 38 , 24 , -4 
 Québec Remparts , 37 , 14 , 19 , 6 , -5 
 Charlottetown Islanders , 30 , 9 , 19 , 18 , 1 
Jordan Maher (RW), 63 , 19 , 42 , 16 , 36 
Ivan Chekhovich (LW), 65 , 29 , 31 , 28 , -11 
Shawn Boudrias (RW), 60 , 28 , 32 , 51 , 0 
Philipp Kurashev (C), 59 , 19 , 41 , 24 , -4 
Gabriel Fortier (LW), 66 , 26 , 33 , 59 , -11 
Simon Lafrance (C), 68 , 20 , 39 , 23 , 0 
 Val-d'Or Foreurs , 37 , 10 , 20 , 10 , -10 
 Victoriaville Tigres , 31 , 10 , 19 , 13 , 10 
Ostap Safin (RW/LW), 61 , 26 , 32 , 31 , -29 
Jimmy Huntington (C), 68 , 18 , 40 , 42 , 5 
Bradley Lalonde (D), 60 , 13 , 44 , 59 , -12 
Charles-Édouard D'Astous (D), 59 , 18 , 38 , 96 , 33 
Nicolas Guay (RW), 68 , 29 , 26 , 53 , -6 
Benoit-Olivier Groulx (C), 68 , 28 , 27 , 100 , 9 
Julien Tessier (C), 67 , 21 , 33 , 34 , -34 
 Moncton Wildcats , 39 , 11 , 24 , 22 , -14 
 Val-d'Or Foreurs , 28 , 10 , 9 , 12 , -20 
Daniel Hardie (LW), 68 , 25 , 28 , 34 , -12 
 Saint John Sea Dogs , 37 , 12 , 18 , 20 , -11 
 Charlottetown Islanders , 31 , 13 , 10 , 14 , -1 
Connor Bramwell (LW), 55 , 23 , 30 , 17 , 7 
 Blainville-Boisbriand Armada , 10 , 3 , 3 , 4 , 0 
 Drummondville Voltigeurs , 45 , 20 , 27 , 13 , 7 
Yaroslav Alexeyev (LW), 63 , 20 , 33 , 24 , 7 
Arnaud Durandeau (LW), 67 , 20 , 33 , 56 , 1 
Pascal Corbeil (D), 46 , 9 , 42 , 14 , 14 
Olivier Garneau (LW), 67 , 23 , 27 , 36 , 6 
Jan Drozg (LW/RW), 61 , 16 , 34 , 44 , -21 
Adam Holwell (D), 67 , 10 , 40 , 26 , 43 
Mathieu Olivier (RW), 67 , 27 , 22 , 90 , 5 
Vladislav Kotkov (LW/RW), 61 , 21 , 28 , 20 , -5 
Keith Getson (C), 68 , 20 , 29 , 40 , 5 
Patrik Hrehorcak (LW), 63 , 25 , 23 , 48 , 11 
Marek Zachar (LW), 57 , 24 , 24 , 14 , -14 
Dmitri Zavgorodny (LW), 62 , 26 , 21 , 8 , 17 
Hugo Roy (C), 64 , 21 , 26 , 18 , -12 
Yvan Mongo (LW), 58 , 18 , 29 , 22 , 28 
Pascal Laberge (C), 64 , 17 , 30 , 67 , 1 
 Victoriaville Tigres , 31 , 6 , 14 , 34 , 4 
 Québec Remparts , 33 , 11 , 16 , 33 , -3 
Luke Henman (C), 61 , 9 , 38 , 16 , 11 
Jared McIsaac (D), 65 , 9 , 38 , 86 , 14 
Dominic Cormier (D), 66 , 9 , 38 , 20 , 37 
 Rimouski Océanic , 33 , 4 , 16 , 14 , 10 
 Victoriaville Tigres , 33 , 5 , 22 , 6 , 27 
Vincent Lanoue (D), 66 , 7 , 40 , 50 , 20 
Cédric Desruisseaux (C/LW), 64 , 24 , 22 , 25 , 20 
Jesse Sutton (C), 68 , 22 , 24 , 18 , -1 
William Cyr (D), 65 , 14 , 32 , 28 , 13 
Félix Robert (C), 66 , 14 , 32 , 35 , 8 
David Noël (D), 68 , 14 , 32 , 24 , -53 
Pierre-Olivier Joseph (D), 63 , 13 , 33 , 59 , -5 
Anderson MacDonald (LW), 58 , 27 , 18 , 54 , -31 
Gregor MacLeod (C), 54 , 19 , 26 , 33 , 10 
 Charlottetown Islanders , 24 , 8 , 9 , 21 , 4 
 Québec Remparts , 30 , 11 , 17 , 12 , 6 
Xavier Simoneau (C), 61 , 17 , 28 , 53 , 19 
Samuel Poulin (LW), 55 , 16 , 29 , 42 , 13 
Dawson Theede (C), 49 , 22 , 22 , 103 , -1 
 Acadie-Bathurst Titan , 32 , 13 , 15 , 64 , 11 
 Gatineau Olympiques , 17 , 9 , 7 , 39 , -12 
Ethan Crossman (LW), 66 , 21 , 23 , 49 , 20 
Chase Harwell (RW), 67 , 21 , 23 , 98 , -3 
Samuel L'Italien (C), 68 , 19 , 25 , 30 , 26 
Vasili Glotov (C), 64 , 29 , 14 , 24 , -23 
Pascal Aquin (LW), 59 , 24 , 19 , 67 , 10 
German Rubtsov (C), 49 , 15 , 28 , 11 , 7 
 Chicoutimi Saguenéens , 11 , 3 , 8 , 0 , 1 
 Acadie-Bathurst Titan , 38 , 12 , 20 , 11 , 6 
Yegor Sokolov (RW), 64 , 21 , 21 , 39 , -28 
Connor Moynihan (LW/D), 66 , 21 , 21 , 113 , 16 
Pavel Koltygin (C), 64 , 17 , 25 , 44 , 27 
Samuel Asselin (C), 48 , 13 , 29 , 37 , -8 
 Shawinigan Cataractes , 38 , 9 , 22 , 24 , -18 
 Acadie-Bathurst Titan , 10 , 4 , 7 , 13 , 10 
Mathias Laferrière (RW), 67 , 12 , 29 , 14 , -22 
Radim Salda (D), 62 , 10 , 31 , 78 , -37 
Mika Cyr (C/LW), 44 , 21 , 19 , 2 , 5 
Alexander Katerinakis (RW), 51 , 13 , 27 , 24 , 23 
Alex Breton (D), 59 , 10 , 30 , 50 , 23 
Jocktan Chainey (D), 66 , 7 , 33 , 56 , 21 
Giordano Finoro (C), 57 , 16 , 23 , 22 , 15 
Denis Mikhnin (RW), 64 , 15 , 24 , 54 , 14 
Hunter Drew (D), 64 , 8 , 31 , 159 , 12 
Liam Murphy (LW), 65 , 20 , 18 , 52 , 9 
Nicolas Ouellet (RW), 54 , 19 , 19 , 21 , -9 
Cameron Askew (RW), 63 , 19 , 19 , 53 , -19 
 Shawinigan Cataractes , 32 , 13 , 11 , 17 , -13 
 Charlottetown Islanders , 31 , 6 , 8 , 36 , -6 
Declan Smith (C), 65 , 17 , 21 , 88 , -7 
Anthony Boucher (C), 68 , 16 , 22 , 40 , -27 
Tyler Hinam (RW), 58 , 12 , 26 , 29 , -8 
Benjamin Gagné (D), 66 , 10 , 28 , 79 , 10 
Christian Huntley (D), 61 , 9 , 29 , 20 , -6 
Luke Kirwan (LW), 47 , 21 , 16 , 30 , -13 
 Québec Remparts , 28 , 12 , 9 , 18 , -14 
 Baie-Comeau Drakkar , 19 , 9 , 7 , 12 , 1 
Alex Beaucage (RW/LW), 56 , 13 , 24 , 37 , 16 
Cédric Paré (C), 60 , 13 , 24 , 61 , -14 
Alexandre Landreville (C), 68 , 12 , 25 , 44 , -3 
Adam McCormick (D), 67 , 7 , 30 , 16 , -8 
Nathan Hudgin (LW), 57 , 18 , 18 , 75 , -8 
 Drummondville Voltigeurs , 24 , 4 , 6 , 27 , 6 
 Val-d'Or Foreurs , 33 , 14 , 12 , 48 , -14 
Brooklyn Kalmikov (LW), 58 , 18 , 18 , 22 , -7 
Kelly Klima (RW), 58 , 18 , 18 , 72 , -15 
Ivan Kozlov (LW), 66 , 17 , 19 , 40 , -21 
Adam Cheezo (RW), 52 , 13 , 23 , 10 , -32 
Jeffrey Durocher (C), 63 , 13 , 23 , 111 , -4 
Carson MacKinnon (C), 65 , 13 , 22 , 30 , 14 
Xavier Bernard (D), 66 , 11 , 24 , 64 , 35 
Gabriel Bilodeau (D), 66 , 8 , 27 , 130 , 1 
Saku Vesterinen (D), 59 , 7 , 28 , 24 , -7 
Jérémie Beaudin (D), 66 , 6 , 29 , 16 , 7 
Matthew Grouchy (LW), 63 , 17 , 17 , 26 , 2 
 Charlottetown Islanders , 33 , 11 , 13 , 14 , 8 
 Québec Remparts , 30 , 6 , 4 , 12 , -6 
Jérémy Manseau (C), 65 , 13 , 21 , 39 , -14 
Ryan Francis (RW), 58 , 11 , 23 , 23 , -22 
Pier-Olivier Lacombe (D), 65 , 11 , 23 , 40 , -10 
Jordan Ty Fournier (RW), 67 , 17 , 16 , 120 , 6 
Maxim Mizyurin (C), 36 , 16 , 17 , 27 , -9 
Thomas Éthier (LW), 65 , 15 , 18 , 60 , 19 
Antoine Demers (C), 67 , 14 , 19 , 20 , -19 
Maxim Trépanier (LW), 52 , 13 , 20 , 33 , -3 
 Rimouski Océanic , 34 , 9 , 15 , 16 , 2 
 Gatineau Olympiques , 18 , 4 , 5 , 17 , -5 
Rémy Anglehart (C), 58 , 18 , 14 , 37 , 19 
Samuel Houde (C), 54 , 16 , 16 , 45 , -9 
Alex-Olivier Voyer (RW), 55 , 12 , 20 , 76 , 7 
Gabriel Denis (C), 66 , 11 , 21 , 24 , -23 
Daniil Miromanov (D/RW), 38 , 8 , 24 , 12 , -14 
Sam Dunn (D), 66 , 7 , 25 , 40 , 0 
Leon Gawanke (D), 62 , 4 , 28 , 39 , -20 
Dylan Seitz (C/LW), 57 , 17 , 14 , 111 , -5 
Nikita Alexandrov (C), 66 , 13 , 18 , 22 , 2 
Félix Lauzon (C), 38 , 11 , 20 , 10 , 7 
Ross MacDougall (D), 42 , 7 , 24 , 31 , -8 
Tommy Beaudoin (RW), 66 , 18 , 12 , 35 , 18 
Mathieu Sévigny (LW/C), 41 , 13 , 17 , 70 , 5 
Justin Bergeron (D), 67 , 9 , 21 , 23 , -4 
Keenan MacIsaac (D), 68 , 3 , 27 , 43 , 8 
Jérémy Diotte (D), 66 , 2 , 28 , 75 , 5 
Sullivan Sparkes (C/LW), 60 , 14 , 15 , 60 , 12 
Benjamin Tardif (LW), 68 , 14 , 15 , 36 , -3 
Xavier Parent (LW), 63 , 13 , 16 , 30 , -4 
Zachary Lavigne (LW), 44 , 12 , 17 , 18 , 7 
Vincent Senez-Allaire (RW), 48 , 10 , 19 , 62 , -12 
Nathan Légaré (RW), 62 , 10 , 19 , 43 , -4 
Félix Boivin (D), 68 , 10 , 19 , 28 , 9 
Chase Stewart (D), 53 , 5 , 24 , 132 , 23 
Tyler Hylland (LW), 57 , 12 , 16 , 29 , -1 
Félix-Antoine Marcotty (RW), 59 , 11 , 17 , 12 , 11 
Anthony Beauchamp (RW), 65 , 11 , 17 , 57 , -3 
Alexander Khovanov (C), 29 , 9 , 19 , 36 , -1 
Simon Benoît (D), 63 , 5 , 23 , 67 , -37 
Morgan Nauss (D), 60 , 4 , 24 , 56 , -19 
Cole Reginato (F), 40 , 16 , 11 , 73 , -14 
Jake Ryczek (D), 33 , 7 , 20 , 13 , 15 
Shaun Miller (RW), 47 , 6 , 21 , 23 , 1 
 Blainville-Boisbriand Armada , 18 , 2 , 9 , 13 , -1 
 Cape Breton Screaming Eagles , 29 , 4 , 12 , 10 , 2 
Tobie Bisson (D), 59 , 4 , 23 , 22 , 45 
Robbie Burt (LW), 55 , 14 , 12 , 65 , -38 
Édouard St-Laurent (C), 61 , 14 , 12 , 20 , -15 
Brandon Skubel (RW), 60 , 11 , 15 , 16 , 14 
Dawson Mercer (RW), 61 , 11 , 15 , 25 , 8 
Sam Meisenheimer (RW), 56 , 10 , 16 , 40 , -1 
 Charlottetown Islanders , 36 , 8 , 14 , 34 , 1 
 Chicoutimi Saguenéens , 20 , 2 , 2 , 6 , -2 
Yan Dion (RW), 64 , 10 , 16 , 48 , -29 
Sam King (RW/LW), 68 , 10 , 16 , 36 , -10 
Jonathan Aspirot (D/LW), 67 , 7 , 19 , 71 , 6 
Gabriel Proulx (RW), 57 , 5 , 21 , 38 , 0 
